SKU,Title,Description,Price,Inventory quantity,Product image URL,Status,Tags
SET9-VRS-001-232011,Versace Eros Eau de Toilette - Travel Spray 10ml,"Versace Eros Eau de Toilette - Travel Spray 10ml by Versace is built for year-round wear with a fresh aromatic woody profile. Fragrance notes: green apple, lemon, mint, tonka bean, cedar. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",31.36,16,https://cdn.fragrancenet.com/images/photos/900x900/232011.jpg,active,"cologne,men,versace,set9,year-round,fresh-aromatic-woody,stocksync-add-safe,ultrasafe"
SET9-VRS-002-232011,Versace Eros Eau de Toilette - Eau de Toilette / Parfum 50ml,"Versace Eros Eau de Toilette - Eau de Toilette / Parfum 50ml by Versace is built for year-round wear with a fresh aromatic woody profile. Fragrance notes: green apple, lemon, mint, tonka bean, cedar. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",84.00,22,https://cdn.fragrancenet.com/images/photos/900x900/232011.jpg,active,"cologne,men,versace,set9,year-round,fresh-aromatic-woody,stocksync-add-safe,ultrasafe"
SET9-VRS-003-232011,Versace Eros Eau de Toilette - Eau de Toilette / Parfum 100ml,"Versace Eros Eau de Toilette - Eau de Toilette / Parfum 100ml by Versace is built for year-round wear with a fresh aromatic woody profile. Fragrance notes: green apple, lemon, mint, tonka bean, cedar. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",112.00,30,https://cdn.fragrancenet.com/images/photos/900x900/232011.jpg,active,"cologne,men,versace,set9,year-round,fresh-aromatic-woody,stocksync-add-safe,ultrasafe"
SET9-VRS-004-232011,Versace Eros Eau de Toilette - Large Bottle 150ml,"Versace Eros Eau de Toilette - Large Bottle 150ml by Versace is built for year-round wear with a fresh aromatic woody profile. Fragrance notes: green apple, lemon, mint, tonka bean, cedar. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",140.00,18,https://cdn.fragrancenet.com/images/photos/900x900/232011.jpg,active,"cologne,men,versace,set9,year-round,fresh-aromatic-woody,stocksync-add-safe,ultrasafe"
SET9-VRS-005-232011,Versace Eros Eau de Toilette - Gift Set,"Versace Eros Eau de Toilette - Gift Set by Versace is built for year-round wear with a fresh aromatic woody profile. Fragrance notes: green apple, lemon, mint, tonka bean, cedar. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",132.16,14,https://cdn.fragrancenet.com/images/photos/900x900/232011.jpg,active,"cologne,men,versace,set9,year-round,fresh-aromatic-woody,stocksync-add-safe,ultrasafe"
SET9-VRS-006-372595,Versace Eros Eau de Parfum - Travel Spray 10ml,"Versace Eros Eau de Parfum - Travel Spray 10ml by Versace is built for year-round wear with a warm aromatic vanilla profile. Fragrance notes: mint, lemon, tonka bean, vetiver, vanilla. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",33.04,16,https://cdn.fragrancenet.com/images/photos/900x900/372595.jpg,active,"cologne,men,versace,set9,year-round,warm-aromatic-vanilla,stocksync-add-safe,ultrasafe"
SET9-VRS-007-372595,Versace Eros Eau de Parfum - Eau de Toilette / Parfum 50ml,"Versace Eros Eau de Parfum - Eau de Toilette / Parfum 50ml by Versace is built for year-round wear with a warm aromatic vanilla profile. Fragrance notes: mint, lemon, tonka bean, vetiver, vanilla. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",88.50,22,https://cdn.fragrancenet.com/images/photos/900x900/372595.jpg,active,"cologne,men,versace,set9,year-round,warm-aromatic-vanilla,stocksync-add-safe,ultrasafe"
SET9-VRS-008-372595,Versace Eros Eau de Parfum - Eau de Toilette / Parfum 100ml,"Versace Eros Eau de Parfum - Eau de Toilette / Parfum 100ml by Versace is built for year-round wear with a warm aromatic vanilla profile. Fragrance notes: mint, lemon, tonka bean, vetiver, vanilla. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",118.00,30,https://cdn.fragrancenet.com/images/photos/900x900/372595.jpg,active,"cologne,men,versace,set9,year-round,warm-aromatic-vanilla,stocksync-add-safe,ultrasafe"
SET9-VRS-009-372595,Versace Eros Eau de Parfum - Large Bottle 150ml,"Versace Eros Eau de Parfum - Large Bottle 150ml by Versace is built for year-round wear with a warm aromatic vanilla profile. Fragrance notes: mint, lemon, tonka bean, vetiver, vanilla. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",147.50,18,https://cdn.fragrancenet.com/images/photos/900x900/372595.jpg,active,"cologne,men,versace,set9,year-round,warm-aromatic-vanilla,stocksync-add-safe,ultrasafe"
SET9-VRS-010-372595,Versace Eros Eau de Parfum - Gift Set,"Versace Eros Eau de Parfum - Gift Set by Versace is built for year-round wear with a warm aromatic vanilla profile. Fragrance notes: mint, lemon, tonka bean, vetiver, vanilla. This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand. Supplier links: FragranceNet | FragranceX | Perfume.com",139.24,14,https://cdn.fragrancenet.com/images/photos/900x900/372595.jpg,active,"cologne,men,versace,set9,year-round,warm-aromatic-vanilla,stocksync-add-safe,ultrasafe"
