SKU,Title,Brand,Primary image,Supplier 1,Supplier 1 URL,Supplier 2,Supplier 2 URL,Supplier 3,Supplier 3 URL,Notes
DROP8REAL-001-VALE-01-4596,Valentino Uomo Born In Roma Travel Spray 10ml,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Travel+Spray+10ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+Travel+Spray+10ml,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+Travel+Spray+10ml,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-002-VALE-02-4596,Valentino Uomo Born In Roma 30ml,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+30ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+30ml,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+30ml,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-003-VALE-03-4596,Valentino Uomo Born In Roma 50ml,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+50ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+50ml,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+50ml,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-004-VALE-04-4596,Valentino Uomo Born In Roma 100ml,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+100ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+100ml,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+100ml,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-005-VALE-05-4596,Valentino Uomo Born In Roma 150ml,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+150ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+150ml,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+150ml,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-006-VALE-06-4596,Valentino Uomo Born In Roma 200ml,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+200ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+200ml,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+200ml,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-007-VALE-07-4596,Valentino Uomo Born In Roma Gift Set,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Gift+Set,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+Gift+Set,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+Gift+Set,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-008-VALE-08-4596,Valentino Uomo Born In Roma Holiday Box,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Holiday+Box,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+Holiday+Box,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+Holiday+Box,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-009-VALE-09-4596,Valentino Uomo Born In Roma Limited Edition,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Limited+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+Limited+Edition,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+Limited+Edition,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-010-VALE-10-4596,Valentino Uomo Born In Roma Refill,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Refill,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+Refill,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+Refill,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-011-VALE-11-4596,Valentino Uomo Born In Roma Duo Pack,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Duo+Pack,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+Duo+Pack,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+Duo+Pack,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
DROP8REAL-012-VALE-12-4596,Valentino Uomo Born In Roma Collector Edition,Valentino,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Collector+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+Collector+Edition,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+Collector+Edition,All 5 image URLs are direct cologne product photos from FragranceNet CDN variants.
